//commentaire
S1;O;0;10,36,172;0;0;0;6,66,93;0;0;4,81,323;0;0;0;0;0;6,35,328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
//commentaire 2
S2;M;10,36,172;0;4,47,311;9,29,58;0;0;0;0;0;0;0;0;0;0;7,23,95;0;0;0;0;10,17,480;0;0;0;5,79,73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,41,102;0;0;0;0;10,1,180
S3;M;0;4,47,311;0;0;0;0;0;0;0;0;0;0;0;0;0;5,4,413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,77,181;0;0;0;0;0;0;0;4,21,333;0;0;3,66,148;0;0;0;6,89,46;4,95,67;0;0
S4;M;0;9,29,58;0;0;1,56,7;0;0;0;0;0;8,99,440;0;0;0;0;0;0;0;0;0;0;7,93,323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,27,140;0;0;0
S5;M;0;0;0;1,56,7;0;0;0;1,90,184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,25,179;0;0;0;1,41,17;0;0;0;0;0;0;0;0;0
S6;M;6,66,93;0;0;0;0;0;2,75,292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,97,410;0;2,55,65;0;0;0;0;0;0;0;0;1,96,111;0;0;0;0;0;0;0
S7;M;0;0;0;0;0;2,75,292;0;0;0;0;0;0;0;7,89,117;0;0;0;0;9,100,422;0;0;0;0;0;0;0;7,25,236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S8;O;0;0;0;0;1,90,184;0;0;0;7,65,241;5,17,184;0;0;0;0;1,38,156;0;2,62,500;0;0;0;0;0;0;0;0;0;0;4,10,308;0;0;0;0;6,87,45;10,46,262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,59,43
S9;O;4,81,323;0;0;0;0;0;0;7,65,241;0;0;5,57,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S10;M;0;0;0;0;0;0;0;5,17,184;0;0;0;7,92,351;1,68,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,19,177;0;0;0;0;0;0;0;0;0;0;8,32,465;0;0;0;0;0;0;0
S11;O;0;0;0;8,99,440;0;0;0;0;5,57,28;0;0;0;0;0;0;0;0;0;0;0;0;0;4,94,218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,57,221;0;0;0;0;0;0;0;0;0;0;0;0
S12;M;0;0;0;0;0;0;0;0;0;7,92,351;0;0;0;0;0;0;0;0;0;0;0;0;8,69,443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,1,474;0;0;0;0;0;0
S13;N;0;0;0;0;0;0;0;0;0;1,68,1;0;0;0;0;0;0;0;1,89,297;0;0;0;6,60,66;5,90,237;6,10,467;0;0;0;0;0;6,21,155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,43,286;0;0;0;0;0
S14;O;0;0;0;0;0;0;7,89,117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,39,105;0;0;0;0;0;7,32,251;0;0;0;0;0;0;0;0;0;1,68,391;0;0;0;2,6,120;0;0;0;0;0;0;0
S15;O;6,35,328;7,23,95;0;0;0;0;0;1,38,156;0;0;0;0;0;0;0;0;0;9,98,295;0;8,30,410;0;0;6,28,279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S16;O;0;0;5,4,413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,5,492;9,39,388;0;0;0;0;0;0;0;0;0;0;0;9,58,395;0;0;0;0
S17;N;0;0;0;0;0;0;0;2,62,500;0;0;0;0;0;0;0;0;0;4,50,468;0;10,56,322;0;7,100,112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,5,161;0;0;0
S18;O;0;0;0;0;0;0;0;0;0;0;0;0;1,89,297;0;9,98,295;0;4,50,468;0;0;0;0;0;0;0;0;0;9,65,347;0;0;9,77,27;7,83,55;0;0;1,93,349;4,66,319;0;0;0;0;5,32,114;0;0;2,14,427;0;0;0;0;0;3,42,230;0
S19;O;0;0;0;0;0;0;9,100,422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,35,495;0;0;0;0;0;0;0;0;0;0;1,67,45;0;0;0;0;0;8,85,286;0;0;0;0;0
S20;O;0;10,17,480;0;0;0;0;0;0;0;0;0;0;0;0;8,30,410;0;10,56,322;0;0;0;7,61,266;0;0;0;0;0;8,50,267;0;0;0;0;0;0;0;0;5,69,488;0;7,82,107;0;0;0;0;0;0;0;0;0;0;0;0
//commentaire 3
S21;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,61,266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S22;M;0;0;0;7,93,323;0;0;0;0;0;0;0;0;6,60,66;0;0;0;7,100,112;0;0;0;0;0;0;4,32,469;0;0;0;1,92,313;0;0;9,2,425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,57,306;0
S23;M;0;0;0;0;0;0;0;0;0;0;4,94,218;8,69,443;5,90,237;6,39,105;6,28,279;0;0;0;0;0;0;0;0;0;7,68,449;6,63,491;0;0;0;0;0;0;0;0;0;0;0;10,4,201;0;0;0;0;0;0;0;0;0;0;0;0
S24;M;0;5,79,73;0;0;0;0;0;0;0;0;0;0;6,10,467;0;0;0;0;0;0;0;0;4,32,469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,25,188
S25;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,68,449;0;0;0;0;0;0;0;10,38,41;0;7,1,307;0;0;0;0;0;0;0;0;10,22,95;0;0;0;0;0;0;0;0
S26;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,63,491;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S27;M;0;0;0;0;0;0;7,25,236;0;0;0;0;0;0;0;0;0;0;9,65,347;0;8,50,267;0;0;0;0;0;0;0;2,17,226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,57,403;0;0;0;0;0;0;0
S28;M;0;0;0;0;0;0;0;4,10,308;0;0;0;0;0;0;0;0;0;0;2,35,495;0;0;1,92,313;0;0;0;0;2,17,226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,41,42;0;0;0
S29;M;0;0;0;0;0;0;0;0;0;0;0;0;0;7,32,251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
