S1;M;0;1,81,452;1,27,161;3,85,498;0;3,51,424;0;7,19,164;0;0;0;2,7,197;0;0;0;0;0;0;0;0;0;2,50,190;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,80,312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,99,338;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,10,286;0;0;0;9,75,72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S2;M;1,81,452;0;0;0;10,69,51;0;0;0;0;0;0;0;0;0;0;8,4,141;0;0;0;10,75,29;0;0;0;0;0;1,25,90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,51,212;1,21,60;0;0;0;0;0;2,41,450;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,85,311;0;0;0;0;0;0;1,51,2;0;0;0;9,31,466;0;2,97,214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,6,412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S3;M;1,27,161;0;0;0;0;0;0;0;0;7,2,439;0;0;0;0;0;0;0;0;0;0;8,38,54;0;0;8,87,200;0;0;0;9,55,451;0;0;0;0;5,97,98;0;0;0;0;8,60,408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,36,78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,48,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,23,336;8,95,404;0;0
S4;O;3,85,498;0;0;0;0;0;5,2,36;0;5,47,227;0;0;0;0;0;0;0;0;4,41,427;0;0;0;0;0;9,96,342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,68,332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,78,291;0;0;0;0;0;5,11,107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,89,64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,39,3;0;0;6,12,216;0;0;0;0;0
S5;M;0;10,69,51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,45,450;0;2,38,238;0;0;7,70,136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,69,326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,100,143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,68,176;0;0;0;0;0;0;0;0;0;0;0;0;0;10,51,408;0;0;0;0;0;0;6,17,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S6;M;3,51,424;0;0;0;0;0;0;0;3,32,29;0;0;0;0;5,28,347;9,31,50;0;0;0;0;0;0;0;0;5,63,92;7,33,247;0;0;0;0;0;0;0;0;8,74,307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,81,387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,10,465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,12,213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,77,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S7;O;0;0;0;5,2,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,95,266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,60,474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,92,445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,71,266;0;0;0;0;0;0;0;0;0;0;0;0;3,17,62;0;0;0;0;0;0;0;0;0;0;0;0;0;9,2,171;0;0;0;0;6,50,148;0;0;0;0;6,51,281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,36,259;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,98,31;0;0;0;0;0;0;0;0;0
S8;N;7,19,164;0;0;0;0;0;0;0;8,78,392;0;9,19,351;0;1,14,71;0;0;0;0;5,68,212;0;0;4,33,40;7,30,227;0;0;0;0;0;0;0;0;0;8,42,123;0;0;0;0;0;0;0;0;0;3,2,66;0;0;4,11,9;0;0;0;0;0;0;0;0;0;2,5,402;0;0;8,20,269;0;6,56,258;6,51,484;0;9,33,208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,13,339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,70,447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S9;N;0;0;0;5,47,227;0;3,32,29;0;8,78,392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,64,438;0;0;0;0;0;9,73,386;0;0;0;0;0;0;0;0;6,40,269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,19,349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,4,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,78,396;0;0;0;0;0;3,16,102;0;0;0;0;0;0;0;0;0;0;7,52,11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S10;N;0;0;7,2,439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,83,477;0;0;7,28,316;0;6,3,95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,7,493;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,89,346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,24,320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S11;M;0;0;0;0;0;0;0;9,19,351;0;0;0;0;0;0;6,82,463;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,79,422;0;0;0;0;0;0;1,38,387;0;0;0;0;0;0;2,37,282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,50,121;0;0;0;0;0;6,93,485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,59,69;10,2,135;0;0;0;0;0;0;10,68,361;0;0;2,93,70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,33,198;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S12;M;2,7,197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,37,337;0;0;0;0;0;0;0;0;0;0;9,57,99;0;0;0;0;0;4,89,340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,30,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,32,117;0;0;0;0;0;0;0;2,3,358
S13;M;0;0;0;0;0;0;0;1,14,71;0;0;0;0;0;0;0;7,20,181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,81,477;8,15,244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,60,29;0;2,67,214;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,58,301;6,91,483;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,4,28;0;0;0
S14;M;0;0;0;0;0;5,28,347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,70,20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,58,99;0;0;0;0;0;0;0;0;6,76,325;0;0;0;0;0;0;0;0;0;0;0;0;0;3,56,485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,26,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,75,418;0;4,3,239;0;0;0;0;0;4,70,366;0;0;0;0
