S1;M;0;10,44,396;4,73,114;2,18,150;0;0;0;0;0;2,100,406;0;0;0;3,33,374;0;0;0;0;0;0;0;0;0;0;0;4,22,384;0;0;0;0;9,24,303;0;0;0;0;0;0;0;0;0;0;9,15,468;0;2,85,57;0;0;0;3,99,394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,91,104;0;0;1,36,371;0;0;0;0;9,67,48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S2;M;10,44,396;0;0;0;0;0;0;0;0;0;0;9,57,292;0;0;2,55,115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,45,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,74,345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,79,437;0;0;0;0;0;0;0
S3;O;4,73,114;0;0;0;0;0;4,28,264;8,11,348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,84,499;0;0;0;0;0;0;0;0;8,21,304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,70,466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S4;M;2,18,150;0;0;0;4,95,374;1,3,69;0;0;2,86,316;5,64,260;3,31,61;5,94,294;10,98,284;0;0;0;0;0;0;0;0;0;0;1,65,118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,15,159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,63,314;0;0;0;0;0;0;0;0;0;0;0;0;0
S5;M;0;0;0;4,95,374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,69,214;0;0;0;0;9,66,293;0;0;10,84,46;0;0;0;0;0;0;4,18,409;0;0;0;0;0;0;0;0;3,20,266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,92,316;0;0;0
S6;M;0;0;0;1,3,69;0;0;0;0;0;0;0;0;0;0;0;10,13,125;0;0;0;0;0;0;0;0;0;0;0;10,3,23;0;0;0;0;0;0;0;0;0;0;0;0;6,7,323;0;0;0;0;0;0;0;0;0;0;0;0;1,22,126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,47,132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,13,157
S7;M;0;0;4,28,264;0;0;0;0;0;0;0;5,61,141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,20,262
S8;M;0;0;8,11,348;0;0;0;0;0;0;0;0;0;0;0;0;0;1,3,80;0;0;0;0;0;0;0;0;0;6,44,110;0;3,2,171;0;0;0;0;0;0;0;2,82,430;0;10,62,396;0;0;0;0;0;0;0;0;0;0;0;0;0;9,32,105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,20,26;0;0;0;0;0;7,41,173;0;0;0;0;0
S9;M;0;0;0;2,86,316;0;0;0;0;0;0;0;0;0;0;4,51,215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,23,454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,6,379;0;0;0;0;0;0;2,26,359;0;0;8,9,336;0;0;0;0;0;0;0;0;0;3,73,71;0;0;0;0;0;0;0;0;0;0;9,20,279;0;0;2,53,318;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S10;M;2,100,406;0;0;5,64,260;0;0;0;0;0;0;0;0;6,11,360;0;0;0;0;0;0;0;0;6,36,21;0;0;0;6,63,467;0;0;3,77,197;0;0;0;7,83,222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,45,123;0;0;0;0;0;0;0;0;0;0;0;0;3,85,250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S11;O;0;0;0;3,31,61;0;0;5,61,141;0;0;0;0;0;0;0;0;0;0;9,69,113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,39,350;0;0;0;0;0;0;0;0;6,71,134;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,27,312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,10,67;0;0;0;0;0;0;0;0;0
S12;M;0;9,57,292;0;5,94,294;0;0;0;0;0;0;0;0;0;0;0;0;6,16,426;0;0;0;5,74,120;0;2,21,167;0;0;9,19,98;0;0;0;0;0;0;2,66,421;0;0;0;0;0;0;2,60,357;0;0;0;0;0;0;1,35,250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,65,471;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S13;M;0;0;0;10,98,284;0;0;0;0;0;6,11,360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,94,394;0;0;2,16,47;0;0;0;0;1,29,72;0;0;0;0;0;8,47,366;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,48,91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,87,473;0;0;0;0;0;0;0
S14;M;3,33,374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,84,264;0;0;0;3,35,152;0;0;0;0;5,54,392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,43,285;0;0;0;0;0;0;0;0;0;1,27,244;0;0;0;0;0;0;1,100,121;0;0;0;0;0;0;0;0;0;0;0;5,88,114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S15;M;0;2,55,115;0;0;0;0;0;0;4,51,215;0;0;0;0;0;0;1,26,476;7,66,150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,97,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,13,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,64,456;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,45,130
S16;M;0;0;0;0;0;10,13,125;0;0;0;0;0;0;0;1,84,264;1,26,476;0;0;0;0;0;0;0;0;0;0;0;0;0;4,16,488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,35,136;1,42,393;0;0;0;0;0;0;0;0;2,2,472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,75,362;0;0;5,4,360
S17;M;0;0;0;0;0;0;0;1,3,80;0;0;0;6,16,426;0;0;7,66,150;0;0;3,96,94;0;0;0;0;0;0;0;0;0;7,1,115;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S18;M;0;0;0;0;0;0;0;0;0;0;9,69,113;0;0;0;0;0;3,96,94;0;10,49,400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,11,363;0;0;0;0;0;0;6,18,398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,39,399;0;0;0;0;6,97,495;0;0;0;0;0;0;0;0;0;0;0;0;0
S19;O;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10,49,400;0;0;0;0;0;0;0;0;0;0;7,10,145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,95,396;0;0;7,28,467;0;0;1,91,424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,67,391;0;0;0;7,29,486;0;0;1,99,395;0;0;7,82,270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S20;M;0;0;0;0;0;0;0;0;0;0;0;0;0;3,35,152;0;0;0;0;0;0;0;0;0;0;4,32,355;0;0;0;0;0;0;0;3,99,8;0;0;8,72,65;0;9,40,308;0;0;1,6,53;0;0;0;0;0;0;0;0;6,11,461;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,14,42;0;0;0;0;0;8,91,300;4,60,356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,78,388;0;0
S21;M;0;0;0;0;0;0;0;0;0;0;0;5,74,120;0;0;0;0;0;0;0;0;0;9,66,217;0;8,40,331;0;0;0;10,69,348;0;0;0;0;10,97,457;0;0;0;0;0;0;0;0;0;0;0;0;8,30,336;0;9,19,360;0;0;6,95,473;0;0;0;0;0;6,1,379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,25,182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S22;N;0;0;0;0;0;0;0;0;0;6,36,21;0;0;0;0;0;0;0;0;0;0;9,66,217;0;0;0;2,50,305;0;4,24,303;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,23,485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,71,383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
S23;M;0;0;0;0;0;0;0;0;0;0;0;2,21,167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,83,281;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,40,279;0;0;0;0;0;0;0;0;0;0;0;0;0;9,22,114;0;0;0;0;0;0;0;0;0;0;0;0;8,52,437;0;0;0;0
S24;N;0;0;0;1,65,118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8,40,331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,79,160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,16,107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,39,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0
